text	stwr
» Tat sie?	DS
Ich bemerkte es nicht, aber Marigny, der junge Marigny– oh, ich war doch so wütend auf ihn. «	DS
» Warst du? « lachte sie wieder.	DS
» Der gute Marigny!	DS
Er ist so furchtsam, seinen eigenen Schatten fürchtet er.	DS
Jede Welle, die über Bord schlug, machte ihn erbleichen.	DS
Er ist doch gar zu furchtsam.	DS
Weißt du, ich liebe Mut am Manne. «	DS
» Und ich Zartheit am Weibe.	DS
Wer gleicht aber dir an Zartheit, Schönheit, Seelengüte?	DS
Aber weißt du, ich habe sie recht gerne, diese altadeligen Franzosen. «	DS
» Auch ich «, fiel sie ein, » und das ist doch seltsam, sie sind doch so streng royalistisch. «	DS
» Und wir streng republikanisch; aber die Extreme berühren sich immer am liebsten. «	DS
Und ohne es zu wissen, saßen sie nun wieder auf der heimlichen Holzbank hinter der Hütte unter dem Chinabaume.	RP
Redbirds und Mockingbirds jubelten oben in den Blüten, aber sie hörten sie nicht, sahen sie nicht.	NN
Sie hatten nur Augen, Ohren füreinander.	NN
» Alexandrine! « hob er wieder an, » ich liebe dich, liebe dich so unendlich, so unsäglich. «	DS
» Ah, du kannst nicht mehr lieben als ich «, versetzte sie zärtlich.	DS
» Jawohl!	DS
jawohl! «	DS
» Ja nein!	DS
ja nein! « bejahte und verneinte sie wieder.	DS
Und so stritten sie sich, wer mehr liebte, und sagten sich 's zehnmal, zwanzigmal, fünfzigmal.	reported;indirect
Jedesmal hörten sie es mit neuem Entzücken.	NN
Sie wurden zuletzt so mutwillig, sie küßten sich die Hände, die Fingerspitzen.	NN
Er pries die Schönheit ihrer Hände, sie wollte die seinigen schöner finden.	RP
Er verglich ihre Augen mit dem tiefblauen Himmel, sie die seinigen mit dem zarten Dufte des indianischen Sommers.	RP
Sie sprangen auf, um Papa zu suchen, vergaßen aber unter lauter Getändel den lieben Papa.	RP
Sie waren durch das Negerdorf gegangen, sie wußten es nicht, vor dem Quartiere, wie das Herrenhaus genannt wird, vorbeigekommen, auch das wußten sie nicht, in den Garten getreten, den sahen sie nicht, denn er war, die Wahrheit zu gestehen, mehr Wildnis als Garten; Phelim, unter dessen Aufsicht erstand, hatte in einige der schönsten Parterres seine geliebten irischen Kartoffeln gepflanzt.	RP
Doch gab es noch einige schöne Partien, ein Wäldchen von Orangen- und Zitronenbäumen, Grotten mit Rasenbänken und andern Bänken.	NN
Auf eine derselben setzten sie sich, um sich abermals und abermals zu sagen, wie unendlich sie sichliebten, und dann tanzten sie wieder zugleich auf, um Blumen zu pflücken und sich zu beschenken, und als er die Rose, die sie ihm den Tag zuvor geschenkt, aus seinem Busen und dem grünen Seidenpapier zog, in dem er sie aufbewahrt, haschte sie darnach und bat ihn, die verwelkte doch wegzuwerfen; er aber versicherte sie, daß sie, solange er lebe, nicht von seinem Herzen kommen, in Gold gefaßt, zunächst diesem ihren Platz haben sollte.	IS
Und sie hüpfte nun wieder zu einem der Blumenbeete und pflückte ihm einen Strauß, und er ihr einen, und dann setzten sie sich, und sie bekränzte ihn und er sie.	NN
Und während sie sich so bekränzten, mußte er ihr wieder erzählen aus seinem Leben, sich ausfragen lassen– Liebe ist argwöhnisch– und darüber verging eine Stunde, und eine zweite– dritte; die Mittagsglocke läutete, sie hörten sie abernicht, der Vater stand ihnen zur Seite, sie sahen ihn nicht.	RP
